ISIN;Date 
CH0002168083;28/05/2020
CH0002168083;28/05/2020
CH0002168083;28/05/2020
CH0002168083;28/05/2020
US2644115055;21/07/2022
DE0005565204;24/02/2022
DE0005565204;24/02/2022
GB00BJMD6M39;28/07/2022
GB00BJMD6M39;28/07/2022
GB00BJMD6M39;28/07/2022
DE000ENAG999;26/05/2022
DE000ENAG999;26/05/2022
DE000ENAG999;26/05/2022
DE000ENAG999;26/05/2022
US26915N2071;02/01/2022
US26915N2071;02/01/2022
US26915N2071;24/02/2022
US26915N2071;24/02/2022
US26915N2071;24/02/2022
US26915N2071;24/02/2022
US26915N2071;24/02/2022
US26915N2071;24/02/2022
;14/05/2020
;14/05/2020
;01/12/2022
GB00B7KR2P84;22/09/2022
IE00B8KQN827;30/07/2020
IE00B8KQN827;30/07/2020
US2786421030;21/10/2021
US2786421030;21/10/2021
;27/10/2022
;27/10/2022
;27/10/2022
;27/01/2022
;27/01/2022
;05/08/2021
;24/02/2022
;11/02/2021
US2788651006;18/06/2020
US2788651006;18/06/2020
;18/02/2021
;01/06/2021
;27/10/2022
;27/10/2022
;01/12/2022
;01/12/2022
;16/06/2022
FR0010242511;10/12/2020
FR0010242511;10/12/2020
;14/01/2021
;17/03/2022
;27/08/2020
;17/04/2018
;17/04/2018
;17/04/2018
PTEDP0AM0009;22/07/2021
PTEDP0AM0009;22/07/2021
BRENBRACNOR2;14/01/2021
;07/07/2022
;17/03/2022
;30/04/2020
;30/04/2020
;14/07/2022
;14/04/2022
;14/04/2022
;14/04/2022
JP3160400002;10/05/2019
JP3160400002;10/05/2019
JP3160400002;10/05/2019
;12/05/2022
JP3651080008;04/08/2022
JP3651080008;04/08/2022
;01/06/2021
;07/07/2022
;13/10/2022
;13/10/2022
;13/10/2022
;13/10/2022
SE0000103814;17/04/2018
SE0000103814;17/04/2018
;21/10/2021
;24/11/2022
US46048V1089;21/10/2021
US46048V1089;21/10/2021
US46048V1089;21/10/2021
BE0003822393;20/10/2022
FI0009007884;21/03/2018
FI0009007884;21/03/2018
;28/10/2021
;28/10/2021
NO0011002586;05/05/2022
NO0011002586;05/05/2022
NO0011002586;05/05/2022
NO0011002586;05/05/2022
NO0011002586;05/05/2022
;13/10/2022
;22/09/2022
US2910111044;01/03/2022
US2910111044;01/03/2022
ZAE000050712;17/11/2022
ZAE000050712;17/11/2017
CH0012829898;01/03/2021
CH0012829898;01/03/2021
;28/04/2022
IT0005176406;16/12/2021
IT0005176406;16/12/2021
;20/05/2021
;03/11/2022
;17/02/2022
IT0003128367;05/11/2020
IT0003128367;05/11/2020
IT0003128367;05/11/2020
;11/03/2021
;13/01/2022
;24/03/2022
;22/04/2021
FR0010208488;27/02/2020
FR0010208488;27/02/2020
SE0011166933;17/11/2021
SE0011166933;17/11/2021
SE0012853455;10/01/2021
SE0012853455;10/01/2021
SE0012853455;21/10/2021
SE0012853455;21/10/2021
SE0012853455;21/10/2021
US29444U7000;17/06/2021
US29444U7000;17/06/2021
US29444U7000;17/06/2021
US29444U7000;17/06/2021
US29444U7000;17/06/2021
;08/04/2021
FR0000131757;08/07/2021
FR0000131757;08/07/2021
FR0000131757;08/07/2021
FR0000131757;08/07/2021
;30/09/2021
IT0001157020;12/08/2021
IT0001157020;12/08/2021
;19/05/2022
SE0000108656;22/02/2018
SE0000108656;22/02/2018
SE0000108656;22/02/2018
SE0000108656;22/02/2018
;08/07/2021
;08/07/2021
;02/06/2022
;03/11/2022
;13/05/2021
;01/06/2021
SE0009922164;16/06/2022
SE0009922164;16/06/2022
;16/12/2021
;17/06/2021
;17/11/2022
US29786A1060;25/08/2022
US29786A1060;25/08/2022
US29786A1060;25/08/2022
US29786A1060;25/08/2022
US29786A1060;25/08/2022
US29786A1060;29/04/2021
US29786A1060;29/04/2021
SG2F76992880;10/03/2022
;28/01/2021
FR0000121121;02/01/2022
FR0000121121;02/01/2022
FR0000121121;24/02/2022
FR0000121121;24/02/2022
FR0000121121;24/02/2022
;18/02/2021
FR0012789949;14/04/2022
FR0012789949;14/04/2022
;14/04/2022
;09/01/2022
;29/09/2022
;29/09/2022
;23/09/2021
;01/03/2021
;01/03/2021
AT0000741053;16/12/2021
AT0000741053;16/12/2021
AT0000741053;16/12/2021
AT0000741053;16/12/2021
AT0000741053;16/12/2021
;23/06/2022
;23/06/2022
;23/06/2022
;23/06/2022
;23/06/2022
;23/06/2022
GB00B19NLV48;26/08/2021
GB00B19NLV48;26/08/2021
;29/07/2021
;29/07/2021
;29/07/2021
;29/07/2021
;13/10/2022
;10/11/2022
SE0011166974;04/02/2021
;10/03/2022
JP3802600001;02/04/2020
JP3802600001;02/04/2020
JP3802400006;04/08/2022
JP3802400006;04/08/2022
TW0004904008;01/08/2019
TW0004904008;01/08/2019
KY30744W1070;24/02/2022
KY30744W1070;24/02/2022
;28/07/2022
US3076751086;01/08/2019
US3076751086;01/08/2019
JP3802300008;23/09/2021
JP3802300008;23/09/2021
JP3802300008;23/09/2021
IT0001423562;01/09/2020
IT0001423562;01/09/2020
IT0001423562;01/09/2020
IT0001423562;01/09/2020
FR0000121147;12/11/2020
FR0000121147;12/11/2020
FR0000121147;12/11/2020
;16/12/2021
;16/12/2021
;16/12/2021
;01/09/2022
GB00BLWDVP51;28/07/2022
GB00BLWDVP51;28/07/2022
;29/09/2022
;10/12/2020
;10/12/2020
;13/01/2022
;13/01/2022
;13/01/2022
;13/01/2022
;13/01/2022
;13/01/2022
ES0118900010;20/07/2017
ES0118900010;20/07/2017
ES0118900010;20/07/2017
GB00BRJ9BJ26;05/08/2021
;22/10/2020
GB00B8B4R053;28/04/2022
;28/07/2022
;28/07/2022
;24/02/2022
;15/09/2022
;15/09/2022
;15/09/2022
;15/09/2022
;15/09/2022
;15/09/2022
;20/10/2022
NZFAPE0001S2;01/06/2020
NZFAPE0001S2;01/06/2020
FI0009000400;08/10/2020
FI0009000400;08/10/2020
FI0009000400;08/10/2020
;10/11/2022
NZFBUE0001S0;19/12/2019
NZFBUE0001S0;19/12/2019
SG9999000020;22/04/2021
SG9999000020;22/04/2021
;20/01/2022
;28/07/2022
;15/09/2022
;15/09/2022
;15/09/2022
;27/05/2021
DK0010234467;06/05/2021
DK0010234467;06/05/2021
DK0010234467;06/05/2021
FR0011476928;27/10/2022
FR0011476928;27/10/2022
FR0011476928;27/10/2022
;27/10/2022
;25/02/2021
NZFCGE0001S7;05/11/2020
NZFCGE0001S7;05/11/2020
;24/02/2022
;24/02/2022
;24/02/2022
;24/02/2022
;24/02/2022
US3453708600;31/03/2021
US3453708600;31/03/2021
;16/09/2021
;15/04/2021
;30/06/2022
TH3786010Z01;23/07/2020
TH3786010Z01;23/07/2020
TH3786010Z01;23/07/2020
;30/06/2022
;30/06/2022
;30/06/2022
;30/06/2022
;13/05/2021
;13/05/2021
;07/07/2022
;08/10/2020
;10/06/2021
;10/06/2021
;09/05/2019
;09/05/2019
;08/12/2022
;08/12/2022
;08/10/2020
KYG367381053;04/11/2021
KYG367381053;04/11/2021
;11/08/2022
;11/08/2022
;28/04/2022
;04/10/2021
;04/10/2021
;04/10/2021
;10/01/2021
;10/01/2021
;01/10/2021
;01/10/2021
TW0002881000;09/01/2022
TW0002881000;29/09/2022
TW0002881000;29/09/2022
TW0002881000;29/09/2022
TW0002881000;29/09/2022
TW0002881000;29/09/2022
TW0002881000;29/09/2022
;08/12/2022
;08/12/2022
;08/12/2022
JP3816400000;14/05/2020
JP3816400000;14/05/2020
JP3814000000;30/07/2020
;28/04/2022
;28/04/2022
;04/03/2021
JP3818000006;15/04/2021
JP3818000006;15/04/2021
;07/07/2022
;18/08/2022
JP3827200001;04/08/2022
JP3827200001;04/08/2022
IE0003295239;04/10/2021
IE0003295239;04/10/2021
;29/09/2022
US3647601083;31/01/2020
US3647601083;31/01/2020
US3647601083;31/01/2020
DE0006602006;23/09/2021
DE0006602006;23/09/2021
;10/03/2022
FR0010040865;28/04/2022
FR0010040865;28/04/2022
;11/02/2021
;30/07/2020
;23/06/2022
US3703341046;07/01/2021
US3703341046;07/01/2021
US3703341046;07/01/2021
US37045V1008;20/05/2021
US37045V1008;20/05/2021
;01/06/2021
NZGNEE0001S7;07/01/2021
NZGNEE0001S7;07/01/2021
CH0001752309;27/10/2022
CH0001752309;27/10/2022
;25/08/2022
;25/08/2022
;25/08/2022
;25/08/2022
ES0105223004;14/05/2020
ES0105223004;14/05/2020
;29/07/2021
FR0010533075;19/08/2021
FR0010533075;19/08/2021
;03/11/2022
;03/11/2022
;08/12/2022
;22/09/2022
US3755581036;27/05/2021
US3755581036;27/05/2021
CH0010645932;23/09/2019
CH0010645932;23/09/2019
IE0000669501;24/06/2021
IE0000669501;24/06/2021
GB0009252882;29/10/2020
GB0009252882;29/10/2020
;23/06/2022
;23/06/2022
;23/06/2022
;01/12/2022
;01/12/2022
;28/07/2022
;20/01/2022
;20/01/2022
GB0003753778;12/08/2021
;08/12/2022
;08/12/2022
;08/12/2022
;08/12/2022
;08/12/2022
;08/12/2022
;08/12/2022
;28/04/2022
;08/12/2022
;08/12/2022
GB0033600353;28/04/2022
;08/12/2022
;20/01/2022
;20/01/2022
AU000000GMG2;11/08/2022
AU000000GMG2;11/08/2022
AU000000GMG2;11/08/2022
;01/11/2019
;01/11/2019
GB00B01FLL16;02/11/2021
;07/05/2020
;20/01/2022
ES0105293007;17/02/2022
IE0003864109;04/10/2021
IE0003864109;04/10/2021
;25/02/2021
;26/11/2020
BE0003765790;12/05/2022
BE0003765790;12/05/2022
;04/06/2019
NO0010365521;20/08/2020
NO0010365521;20/08/2020
;26/08/2021
;11/06/2020
;11/06/2020
;20/01/2022
;08/04/2021
;04/08/2022
;04/08/2022
BE0003797140;01/01/2022
BE0003797140;27/01/2022
BE0003797140;27/01/2022
BE0003797140;27/01/2022
BE0003797140;27/01/2022
BE0003797140;27/01/2022
BE0003797140;27/01/2022
;21/11/2019
;21/11/2019
;21/11/2019
FR0000131906;08/05/2019
FR0000131906;08/05/2019
FR0000121709;14/03/2019
FR0000121709;14/03/2019
FR0000121709;14/03/2019
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
MXP495211262;28/10/2021
MXP495211262;28/10/2021
MXP495211262;28/10/2021
MXP495211262;28/10/2021
ES0129743318;21/07/2022
ES0129743318;21/07/2022
;15/07/2021
;15/07/2021
;15/07/2021
;15/07/2021
;07/07/2022
;17/11/2022
;25/11/2021
;25/11/2021
;12/08/2021
;12/08/2021
;01/12/2022
;01/12/2022
;01/03/2022
;27/10/2022
;04/10/2021
;04/10/2021
;04/10/2021
US4016171054;07/01/2021
US4016171054;07/01/2021
;07/04/2022
;27/10/2022
;17/11/2022
;22/09/2022
;02/06/2022
;02/06/2022
SE0000106270;22/09/2022
SE0000106270;22/09/2022
SE0000106270;22/09/2022
SE0000106270;22/09/2022
SE0000106270;22/09/2022
SE0000106270;22/09/2022
SE0000106270;22/09/2022
;30/09/2021
DK0015202451;31/03/2022
DK0015202451;31/03/2022
;06/10/2022
;27/10/2022
GB00B012TP20;14/04/2022
GB00B012TP20;14/04/2022
GB00B012TP20;14/04/2022
;28/04/2022
;28/04/2022
;28/04/2022
;24/06/2021
JP3771800004;25/11/2021
JP3771800004;25/11/2021
JP3771800004;25/11/2021
;24/02/2022
KR7086790003;10/01/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
KR7086790003;06/10/2022
;28/07/2022
US41068X1000;07/01/2022
US41068X1000;07/01/2022
US41068X1000;21/07/2022
;30/06/2022
;20/10/2022
;02/09/2021
;17/02/2022
;04/08/2022
;07/04/2022
;17/03/2022
;01/09/2022
JP3768600003;02/06/2022
JP3768600003;02/06/2022
;01/12/2022
;04/10/2021
GB0004161021;31/03/2022
GB0004161021;31/03/2022
GB0004161021;31/03/2022
GB0004161021;31/03/2022
JP3767810009;05/12/2019
JP3767810009;05/12/2019
INE860A01027;26/05/2022
INE860A01027;26/05/2022
;04/08/2022
;14/04/2022
US40414L1098;12/12/2019
US40414L1098;12/12/2019
US40414L1098;12/12/2019
US40414L1098;12/12/2019
DE0006047004;09/06/2022
DE0006047004;09/06/2022
SE0015949037;08/12/2022
SE0015949037;08/12/2022
NL0000009165;02/09/2021
NL0000009165;02/09/2021
;24/11/2022
;24/11/2022
;24/11/2022
;28/07/2022
;05/05/2022
;17/11/2022
;17/11/2022
BMG4388N1065;28/10/2021
BMG4388N1065;28/10/2021
BMG4388N1065;28/10/2021
BMG4388N1065;28/10/2021
GRS260333000;01/04/2022
GRS260333000;01/04/2022
GRS260333000;01/04/2022
GRS260333000;01/04/2022
GRS260333000;01/04/2022
GRS260333000;01/04/2022
;07/04/2022
;07/04/2022
DE0006048432;19/03/2020
DE0006048432;19/03/2020
DE0006048432;19/03/2020
IT0001250932;22/04/2021
IT0001250932;22/04/2021
IT0001250932;22/04/2021
IT0001250932;22/04/2021
;15/04/2021
;15/04/2021
FR0000052292;03/02/2022
FR0000052292;03/02/2022
FR0000052292;03/02/2022
FR0000052292;03/02/2022
FR0000052292;03/02/2022
;12/05/2022
US42824C1099;21/07/2022
US42824C1099;21/07/2022
US42824C1099;21/07/2022
US42824C1099;21/07/2022
US42824C1099;21/07/2022
US42824C1099;09/12/2016
US42824C1099;23/08/2019
US42824C1099;23/08/2019
US42824C1099;23/08/2019
;01/11/2021
;01/11/2021
;11/01/2021
;11/01/2021
;11/01/2021
;30/06/2022
;24/11/2022
US43300A2033;21/07/2022
US43300A2033;21/07/2022
GB00B1V9NW54;15/07/2021
GB00B1V9NW54;15/07/2021
INE267A01025;01/08/2021
INE267A01025;01/08/2021
;10/11/2022
JP3787000003;10/05/2019
JP3787000003;10/05/2019
JP3788600009;10/12/2020
JP3788600009;10/12/2020
HK0000179108;22/09/2022
;22/09/2022
US4042511000;20/08/2020
US4042511000;20/08/2020
;06/10/2022
;06/10/2022
;06/10/2022
;27/01/2022
;27/10/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;10/11/2022
CH0012214059;24/09/2020
CH0012214059;24/09/2020
CH0012214059;24/09/2020
SE0011090018;10/03/2022
SE0011090018;10/03/2022
SE0011090018;10/03/2022
SE0011090018;10/03/2022
SE0011090018;10/03/2022
;11/08/2022
;24/06/2021
;24/06/2021
;24/06/2021
;08/12/2022
BMG4587L1090;21/07/2022
BMG4587L1090;21/07/2022
;22/09/2022
;01/12/2022
US44107P1049;07/05/2020
;28/01/2021
;14/04/2022
;21/07/2022
;13/01/2022
US40434L1052;25/08/2022
US40434L1052;25/08/2022
US40434L1052;12/07/2017
US40434L1052;21/08/2019
US40434L1052;27/02/2020
;27/01/2022
CH0030380734;15/10/2019
CH0030380734;15/10/2019
US4440971095;24/02/2022
SE0000170375;25/08/2022
;30/06/2022
DE000A1PHFF7;01/04/2020
DE000A1PHFF7;01/04/2020
FI0009000459;23/09/2021
FI0009000459;23/09/2021
FI0009000459;23/09/2021
ZAE000096210;01/06/2020
ZAE000096210;01/06/2020
JP3360800001;26/05/2022
JP3360800001;26/05/2022
JP3360800001;26/05/2022
;24/11/2022
;24/11/2022
;27/10/2022
SE0001662230;04/06/2020
;16/12/2021
;16/12/2021
US4485791028;11/11/2021
US4485791028;11/11/2021
US4485791028;11/11/2021
;25/08/2022
;04/10/2021
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;10/11/2022
ES0144580Y14;03/12/2020
;20/10/2022
;20/10/2022
SE0000652216;06/09/2018
SE0000652216;06/09/2018
FR0000035081;17/11/2022
FR0000035081;17/11/2022
FR0000035081;17/11/2022
FR0000035081;17/11/2022
US44925C1036;22/04/2021
US44925C1036;22/04/2021
US44925C1036;22/04/2021
;28/07/2022
;25/03/2021
;12/05/2022
;10/03/2022
LT0000115768;01/12/2021
LT0000115768;01/12/2021
LT0000115768;01/12/2021
LT0000115768;01/12/2021
;21/04/2022
;07/01/2022
;21/07/2022
;21/07/2022
;18/06/2020
;18/06/2020
;18/06/2020
;18/06/2020
;18/06/2020
US4523271090;30/06/2022
US4523271090;30/06/2022
US4523271090;30/06/2022
US4523271090;30/06/2022
US4523271090;30/06/2022
US4523271090;30/06/2022
FR0000120859;22/08/2019
FR0000120859;22/08/2019
;22/09/2022
GB0004544929;21/08/2019
GB0004544929;21/08/2019
GB0004544929;21/08/2019
ES0148396007;27/08/2020
ES0148396007;27/08/2020
INE483B01026;14/07/2022
INE483B01026;14/07/2022
ES0118594417;10/06/2021
ES0118594417;10/06/2021
ES0118594417;10/06/2021
ES0118594417;10/06/2021
;07/07/2022
GB00BMJ6DW54;18/02/2021
GB00BMJ6DW54;18/02/2021
;06/01/2022
INE009A01021;13/05/2021
INE009A01021;13/05/2021
INE009A01021;13/05/2021
INE009A01021;13/05/2021
;14/04/2022
;18/06/2020
;18/06/2020
;18/06/2020
US4571871023;01/12/2022
US4571871023;01/12/2022
;06/10/2022
;06/10/2022
ES0139140174;24/03/2022
;29/10/2020
;29/10/2020
DE000A2NBX80;24/02/2022
GB00BHJYC057;16/12/2021
US4586653044;16/09/2021
US4586653044;16/09/2021
US4586653044;16/09/2021
US4586653044;16/09/2021
US4586653044;16/09/2021
US4586653044;16/09/2021
US4586653044;17/09/2021
GB0004564430;11/01/2021
GB0004564430;04/11/2021
GB0004564430;04/11/2021
;01/12/2022
US4595061015;26/06/2018
US4595061015;26/06/2018
US4601461035;11/11/2021
US4601461035;11/11/2021
US4601461035;11/11/2021
;05/02/2016
;05/02/2016
;05/02/2016
;01/12/2021
;22/10/2020
;22/10/2020
;22/10/2020
US4612021034;22/04/2019
US4612021034;22/04/2019
AU000000IPG1;17/01/2019
AU000000IPG1;17/01/2019
AU000000IPG1;17/01/2019
AU000000IPG1;17/01/2019
KYG4771L1059;10/01/2021
KYG4771L1059;10/01/2021
KYG4771L1059;01/10/2021
KYG4771L1059;01/10/2021
IT0005090300;17/02/2022
;29/07/2021
;20/01/2022
FR0010259150;01/09/2022
FR0010259150;01/09/2022
;03/03/2022
;20/10/2022
8156001EBD33FD474E60;24/03/2022
8156001EBD33FD474E60;24/03/2022
8156001EBD33FD474E60;24/03/2022
8156001EBD33FD474E60;24/03/2022
;10/03/2022
US46284V1017;26/02/2019
;30/06/2022
;26/08/2021
GB0033986497;18/03/2021
GB0033986497;18/03/2021
GB0033986497;18/03/2021
;19/05/2022
;05/05/2022
GB00B019KW72;01/11/2020
GB00B019KW72;01/11/2020
GB00B019KW72;01/11/2020
GB00B019KW72;01/11/2020
JP3386380004;27/01/2022
JP3386380004;27/01/2022
;03/01/2022
;10/03/2022
;10/03/2022
US4698141078;21/04/2022
US4698141078;21/04/2022
US4698141078;21/04/2022
US4698141078;21/04/2022
US4698141078;21/04/2022
US47010BAK08;31/03/2022
US47010BAK08;31/03/2022
US47010BAK08;31/03/2022
;07/07/2022
;21/04/2022
;14/04/2022
JP3027680002;26/05/2022
JP3726800000;26/02/2019
JP3726800000;26/02/2019
JP90B0055YF6;24/02/2022
KR7175330000;06/01/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KR7175330000;16/06/2022
KYG5074S1012;12/11/2020
KYG5074S1012;12/11/2020
KYG5074S1012;12/11/2020
GB00BYX91H57;16/06/2022
GB00BYX91H57;16/06/2022
GB00BYX91H57;16/06/2022
NL0014332678;10/02/2022
NL0014332678;10/02/2022
;30/01/2020
;30/01/2020
United;01/12/2022
;17/11/2021
;22/09/2022
;28/04/2022
;08/12/2022
US48020Q1076;11/11/2021
US48020Q1076;11/11/2021
US48020Q1076;11/11/2021
;21/07/2022
;01/09/2022
US4781601046;19/11/2020
US4781601046;19/11/2020
IE00BY7QL619;07/03/2021
IE00BY7QL619;07/03/2021
GB00BZ4BQC70;21/10/2021
GB00BZ4BQC70;21/10/2021
;28/04/2022
;29/09/2022
;03/02/2022
;22/09/2022
;04/10/2021
SE0010520254;24/02/2022
;22/09/2022
JP3208200000;24/02/2022
JP3208200000;24/02/2022
;02/09/2021
GB00BZ0D6727;23/06/2022
GB00BZ0D6727;23/06/2022
;04/08/2022
;28/07/2022
US4851703029;06/05/2021
;02/06/2022
JP3205800000;17/03/2022
JP3205800000;17/03/2022
JP3205800000;17/03/2022
;03/02/2022
;04/08/2022
;04/08/2022
FR0004007813;14/04/2022
FR0004007813;14/04/2022
;12/11/2020
;31/03/2022
JP3223800008;09/02/2017
JP3223800008;09/02/2017
;08/12/2022
;09/06/2022
;15/04/2021
;08/10/2020
;08/10/2020
;08/10/2020
;08/10/2020
;08/10/2020
KR7105560007;10/01/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
KR7105560007;21/10/2021
;28/04/2022
JP3496400007;24/03/2022
JP3496400007;24/03/2022
;22/09/2022
;22/09/2022
;22/09/2022
;22/09/2022
;22/09/2022
;22/09/2022
;22/09/2022
;22/09/2022
;22/09/2022
US4878361082;03/03/2021
US4878361082;03/03/2021
;29/09/2022
;29/09/2022
SG1R31002210;16/12/2021
SG1R31002210;16/12/2021
FR0000121485;04/03/2021
FR0000121485;04/03/2021
FR0000121485;04/03/2021
IE0004906560;09/12/2021
IE0004906560;09/12/2021
;14/04/2022
FI0009000202;25/11/2021
FI0009000202;25/11/2021
FI0009000202;25/11/2021
US26138E1091;27/08/2020
US26138E1091;27/08/2020
US26138E1091;27/08/2020
US49427F1084;27/09/2018
US49427F1084;27/09/2018
US4943681035;25/06/2020
US4943681035;25/06/2020
US49446R1095;25/02/2021
;08/12/2022
;08/12/2022
GB0033195214;21/06/2021
GB0033195214;21/06/2021
;02/09/2021
IE0004927939;08/07/2021
IE0004927939;08/07/2021
JP3258000003;11/08/2022
JP3258000003;11/08/2022
JP3258000003;11/08/2022
JP3258000003;11/08/2022
;02/01/2022
;02/01/2022
;24/02/2022
;16/06/2022
;28/07/2022
BRKLBNCDAM18;27/05/2021
BRKLBNCDAM18;27/05/2021
FR0000121964;10/03/2020
FR0000121964;10/03/2020
DE000KC01000;13/01/2022
DE000KC01000;13/01/2022
DE000KC01000;13/01/2022
DE000KC01000;13/01/2022
DE000KC01000;13/01/2022
DE000KC01000;13/01/2022
DE000KC01000;13/01/2022
;09/09/2021
;09/09/2021
;21/07/2022
SE0000421273;31/03/2022
SE0000421273;31/03/2022
;30/06/2022
JP3301100008;27/10/2022
JP3301100008;27/10/2022
;24/11/2022
;29/09/2022
;08/12/2022
JP3293800003;04/10/2021
JP3293800003;04/10/2021
;30/06/2022
JP3304200003;21/04/2022
JP3304200003;21/04/2022
FI0009013403;01/10/2020
FI0009013403;01/10/2020
FI0009013403;01/10/2020
FI0009005870;03/02/2022
FI0009005870;03/02/2022
JP3300600008;07/03/2017
NL0011794037;27/08/2020
NL0011794037;27/08/2020
NL0000009082;06/04/2017
NL0000009082;06/04/2017
NL0000009082;06/04/2017
NL0000009082;06/04/2017
JP3283650004;31/03/2021
JP3283650004;31/03/2021
;07/07/2022
;03/11/2022
JP3292000001;07/04/2022
;25/11/2021
;25/11/2021
;27/05/2021
;27/05/2021
;04/06/2020
;04/06/2020
DE0006335003;12/11/2020
DE0006335003;12/11/2020
;27/01/2022
CH0025238863;15/07/2021
JP3266800006;11/03/2021
JP3266800006;11/03/2021
JP3266800006;11/03/2021
JP3266800006;11/03/2021
SE0000549412;06/05/2021
;17/11/2022
;27/01/2022
JP3249600002;19/05/2022
JP3249600002;19/05/2022
;21/07/2022
JP3256900006;28/01/2021
;28/07/2022
;14/07/2022
;14/07/2022
;14/07/2022
;27/05/2021
;10/01/2021
;10/01/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;21/10/2021
;20/10/2022
;05/09/2019
;05/09/2019
;05/09/2019
;05/09/2019
;23/08/2019
;23/08/2019
;10/11/2022
;10/11/2022
;10/11/2022
;10/11/2022
;22/09/2022
US5128071082;27/10/2022
US5128071082;27/10/2022
US5128071082;27/10/2022
;28/10/2021
GB00BYW0PQ60;15/12/2016
;05/11/2020
;05/11/2020
DE0005470405;04/08/2022
DE0005470405;04/08/2022
;22/10/2020
;08/12/2022
FI0009010854;05/03/2020
FI0009010854;05/03/2020
;17/11/2021
FR0000072399;01/09/2022
FR0000072399;01/09/2022
;04/10/2021
;04/03/2021
FR0010307819;12/08/2021
FR0010307819;12/08/2021
US5261071071;06/01/2022
US5261071071;06/01/2022
HK0992009065;30/07/2020
HK0992009065;30/07/2020
HK0992009065;30/07/2020
HK0992009065;30/07/2020
AT0000644505;05/12/2019
AT0000644505;05/12/2019
AT0000644505;05/12/2019
;21/04/2022
;21/04/2022
NO0003096208;06/05/2021
;17/11/2022
;17/11/2022
;17/11/2022
US52736R1023;31/07/2018
US52736R1023;31/07/2018
KR7066570003;25/11/2021
KR7066570003;25/11/2021
KR7066570003;25/11/2021
GB00B8W67662;03/12/2020
GB00B8W67662;03/12/2020
GB00B8W67662;03/12/2020
GB00B8W67662;03/12/2020
;10/05/2019
;10/05/2019
;10/05/2019
;24/06/2021
;25/11/2021
;25/11/2021
;25/11/2021
US74005P1049;20/10/2022
;10/06/2021
;10/06/2021
;27/01/2022
JP3965400009;01/08/2020
TW0002301009;25/04/2019
TW0002301009;25/04/2019
;21/04/2022
JP3626800001;16/11/2017
JP3626800001;16/11/2017
;17/11/2021
;17/11/2021
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
LU0501835309;17/11/2022
;01/12/2022
ES0105027009;23/04/2020
ES0105027009;23/04/2020
BRLRENACNOR1;14/04/2022
BRLRENACNOR1;14/04/2022
;22/04/2021
GB00B0SWJX34;16/12/2021
GB00B0SWJX34;16/12/2021
GB00B0SWJX34;16/12/2021
GB00B0SWJX34;16/12/2021
;22/09/2022
FR0000120321;17/04/2018
FR0000120321;17/04/2018
;01/09/2022
;01/09/2022
;01/09/2022
;23/06/2022
;23/06/2022
;23/06/2022
FR0004620037;02/09/2021
FR0004620037;02/09/2021
;17/11/2022
DE0008232125 (Deutsche Lufthansa AG);04/08/2022
US5500211090;25/06/2020
US5500211090;25/06/2020
US52729N3089;23/08/2019
US52729N3089;23/08/2019
DK0010287234;04/02/2021
DK0010287234;04/02/2021
FR0000121014;20/01/2022
FR0000121014;20/01/2022
FR0000121014;20/01/2022
;19/05/2022
;19/05/2022
;19/05/2022
TW0002882008;13/01/2022
;08/12/2022
;08/12/2022
