,Date,S&P/ASX 200 ,Austrian Traded Index,BEL 20 Index,S&P/TSX 60 INDEX,S&P/CLX IGPA (CLP) Index,Colombia Price Index,OMXC 25 CAP Index,OMX Helsinki,IBEX 35 Index,Budapest SE Index,Athex,OMX Iceland,ISEQ,FTSE,TOPIX ,LuxX Index,OMX Vilnius,Oslo Stock Exchange Equity Index,S&P/Bmv Ipc, Lisbon PSI Index,Amsterdam,Swiss Market Index,OMX Stockholm,PX Prague,FTSE 100 Index,Shanghai SE 50,BIST 100 Index,SBF 120 - PRICE INDEX,DAX PERFORMANCE - PRICE INDEX,S&P 500 VALUE - PRICE INDEX
1515,01/08/2019,6788.9,2961.2,3729.97,976.79,25117.36,620.49,1138.42,9242.29,9038.2,40474.27,895.04,1473.18,6075.25,21566.91,1567.35,1300.15,694.43,795.47,40346.8,5013.62,572.46,,1612.91,1047.08,7584.87,2887.87,1019.0,4394.3,12253.15,1154.1
1516,02/08/2019,6768.6,2946.66,3613.0,969.49,24855.01,616.3,1118.53,9140.37,8897.6,40309.61,885.11,1460.35,5978.15,21046.86,1533.46,1266.7,694.58,785.75,39977.52,4903.8,554.32,9803.69,1568.7,1040.37,7407.06,2843.77,996.79,4245.77,11872.44,1146.31
1517,05/08/2019,6640.3,2894.45,3525.89,,24339.58,582.34,1089.22,9041.07,8777.2,39896.31,851.2,,5809.55,20773.3,1505.88,1242.51,695.29,768.11,39496.36,4851.53,540.94,9599.43,1535.1,1025.54,7223.85,2786.72,986.73,4149.1,11658.51,1112.23
1518,06/08/2019,6478.1,2890.19,3505.49,961.31,24326.22,594.58,1098.8,9035.61,8699.4,40037.39,844.47,1455.31,5781.64,20631.74,1499.23,1234.29,693.08,771.09,39785.63,4833.38,537.28,9553.88,1523.03,1022.85,7171.69,2760.68,995.84,4143.91,11567.96,1124.89
1519,07/08/2019,6519.5,2878.41,3526.05,969.46,24453.67,595.54,1104.65,8995.32,8746.1,40283.52,837.56,1455.22,5816.16,20538.85,1499.93,1200.13,691.16,763.64,40432.36,4839.94,539.57,9533.98,1528.19,1015.7,7198.7,2747.25,980.56,4168.86,11650.15,1124.05
1520,08/08/2019,6568.1,2898.7,3574.42,977.76,24897.66,613.1,1121.75,9128.91,8869.0,40389.38,846.8,1451.27,5943.65,20841.15,1498.66,1253.46,691.29,775.68,40439.42,4927.22,548.88,9751.55,1550.62,1020.53,7285.9,2786.87,992.08,4262.45,11845.41,1143.27
1521,09/08/2019,6584.4,2892.4,3534.57,974.34,24902.87,613.02,1113.97,9141.15,8757.8,40615.42,840.27,1455.65,5862.29,20324.23,1503.84,1230.89,693.02,770.63,40421.28,4859.04,542.22,9749.92,1531.52,1022.67,7253.85,2772.15,994.05,4214.6,11693.8,1135.05
1522,12/08/2019,6590.3,2878.52,3507.31,968.61,24509.12,601.88,1104.3,9082.78,8676.4,40891.99,831.16,1455.04,5842.32,20263.83,,1219.07,693.5,767.71,39851.21,4796.2,542.14,9760.02,1533.06,1030.67,7226.72,2824.8,,4199.9,11679.68,1121.04
1523,13/08/2019,6568.5,2896.66,3519.2,976.59,24595.12,621.92,1113.76,9133.19,8695.1,40722.36,818.51,1453.8,5851.08,20539.43,1486.57,1235.23,694.79,775.83,39476.5,4825.63,545.69,9786.24,1538.53,1030.29,7250.9,2792.91,,4237.62,11750.13,1137.63
1524,14/08/2019,6595.9,2848.19,3454.2,957.56,24317.71,592.99,1098.7,8907.35,8522.7,40137.22,798.89,1446.05,5748.13,20020.28,1499.5,1193.35,693.71,757.43,38650.09,4750.68,536.66,9628.48,1500.06,1030.43,7147.88,2804.36,,4149.41,11492.66,1103.46
1525,15/08/2019,6408.1,2827.36,3443.34,955.84,,599.65,1098.93,8875.89,8519.0,40018.67,,1402.91,5697.77,,1483.85,1159.47,,754.19,38574.18,4718.29,534.84,9606.26,1495.71,1031.03,7067.01,2814.39,965.79,4133.48,11412.67,1104.38
1526,16/08/2019,6405.5,2851.07,3498.39,965.02,24385.55,606.67,1120.29,8996.41,8670.4,40005.9,792.06,1401.9,5773.27,20322.59,1485.29,1194.12,691.42,761.87,39339.55,4804.19,541.94,9728.39,1519.41,1035.46,7117.15,2824.23,957.34,4187.95,11562.74,1122.69
1527,19/08/2019,6467.4,2906.62,3522.42,974.3,24329.05,608.44,1123.79,9115.48,8733.3,,828.3,1418.48,5813.52,20715.49,1494.33,1206.97,692.81,771.84,39556.32,4851.39,547.91,9825.59,1538.97,1035.33,7189.65,2877.23,952.86,4247.59,11715.37,1135.81
1528,20/08/2019,6545.0,2885.72,3488.17,967.18,24265.86,613.9,1124.1,8990.23,8618.3,,829.74,1417.59,5693.38,20485.43,1506.77,1207.33,692.22,770.48,39700.05,4820.95,545.23,9770.39,1534.34,1033.74,7125.0,2875.65,960.32,4222.79,11651.18,1125.98
1529,21/08/2019,6483.3,2943.58,3525.25,973.95,24287.04,612.09,1142.4,9075.09,8701.5,39648.21,832.72,1414.18,5795.22,20847.07,1497.51,1205.41,690.03,774.52,40076.04,4853.19,550.42,9848.11,1543.47,1037.98,7203.97,2869.22,955.22,4297.27,11802.85,1134.33
1530,22/08/2019,6501.8,2929.77,3510.11,971.09,24061.66,607.31,1138.95,9057.57,8716.4,39394.71,845.22,1424.05,5768.33,20816.99,1498.06,1229.9,689.21,774.86,40144.24,4857.1,546.9,9805.5,1535.51,1042.32,7128.18,2878.0,953.94,4260.01,11747.04,1135.39
1531,23/08/2019,6523.1,2896.64,3479.2,956.68,23637.94,594.17,1135.39,8950.6,8649.5,39519.58,831.7,1432.59,5749.46,20473.86,1502.25,1205.31,688.66,770.25,39862.07,4792.47,542.09,9744.98,1522.85,1045.55,7094.98,2917.38,971.49,4212.96,11611.51,1104.99
1532,26/08/2019,6440.1,2897.47,3487.04,961.86,23495.07,596.97,1124.42,8909.83,8679.2,39661.47,828.95,1419.48,5743.34,20676.83,1478.03,1209.8,690.3,765.02,40081.72,4808.24,543.32,9715.83,1520.85,1039.35,,2863.48,971.01,4228.82,11658.04,1116.13
1533,27/08/2019,6471.2,2896.19,3502.19,966.07,23427.6,595.19,1129.36,8951.72,8728.9,39107.94,831.64,1419.89,5831.34,20991.3,1489.69,1226.67,688.31,771.85,40648.97,4806.69,547.28,9786.08,1530.81,1034.13,7089.58,2887.24,960.3,4256.94,11730.02,1109.63
1534,28/08/2019,6500.6,2868.31,3490.82,970.82,23426.46,595.36,1123.27,8858.1,8747.1,38706.56,843.42,1416.3,5757.58,20990.71,1490.35,1208.88,687.31,770.05,40941.96,4798.07,548.38,9758.19,1529.13,1024.08,7114.71,2867.03,959.08,4240.18,11701.02,1119.22
1535,29/08/2019,6507.4,2887.02,3526.12,979.2,23788.33,599.95,1122.86,8996.43,8794.3,39264.48,858.46,1415.71,5847.1,21398.17,1490.17,1230.03,685.38,782.67,41831.3,4813.74,554.28,9838.48,1558.74,1031.02,7184.32,2855.45,967.18,4302.22,11838.88,1133.62
1536,30/08/2019,6604.2,2911.15,3570.81,982.45,24278.74,616.32,1133.69,9044.91,8812.9,39794.12,868.1,1427.31,5879.42,21322.9,1511.86,1243.92,688.44,788.95,42622.5,4887.63,558.35,9895.65,1576.98,1037.27,7207.18,2872.4,,4331.27,11939.28,1136.73
1537,02/09/2019,6579.4,2907.92,3573.3,,24130.96,611.15,1141.71,9071.17,8815.5,39707.43,860.51,1436.62,5909.56,21451.98,1505.21,1237.52,690.49,788.08,42108.23,4921.9,559.71,9924.54,1570.19,1036.45,7281.94,2894.96,983.43,4339.84,11953.78,1136.73
1538,03/09/2019,6573.4,2880.78,3562.43,979.11,23922.57,614.18,1144.64,8992.64,8809.2,39405.19,853.89,1435.68,5868.48,21399.23,1510.79,1220.94,690.29,779.92,41826.55,4885.41,559.01,9852.7,1568.66,1030.39,7268.19,2892.18,988.26,4315.5,11910.86,1128.98
1539,04/09/2019,6553.0,2908.35,3588.53,981.23,24044.06,624.54,1151.5,9120.64,8856.6,39753.49,854.48,1437.31,5962.19,21737.8,1506.81,1246.83,687.63,787.21,42324.47,4931.11,563.46,9894.6,1581.28,1028.39,7311.26,2919.68,1000.77,4367.16,12025.04,1142.36
1540,05/09/2019,6613.2,2930.92,3619.54,990.35,24317.41,627.69,1155.62,9241.13,8992.7,40180.9,874.65,1441.02,6031.58,21955.07,1534.46,1251.76,688.28,806.51,42731.48,4970.64,569.1,9983.07,1597.34,1040.28,7271.17,2955.84,1002.78,4414.43,12126.78,1157.16
1541,06/09/2019,6647.3,2935.72,3617.11,987.99,24345.13,629.86,1156.74,9292.65,8990.1,40312.46,869.38,1440.7,6062.07,21947.33,1537.1,1267.11,687.52,797.17,42707.66,4968.51,569.84,10073.82,1601.95,1032.06,7282.34,2981.07,989.87,4419.37,12191.73,1159.51
1542,09/09/2019,6648.0,2956.86,3647.75,985.16,24517.25,631.99,1149.51,9349.86,9010.6,40484.75,858.8,1444.47,6044.72,21989.73,1551.11,1271.58,685.1,795.68,42662.47,4966.25,568.13,10059.37,1610.7,1033.49,7235.81,2981.59,1006.05,4407.23,12226.1,1169.13
1543,10/09/2019,6614.1,2992.81,3663.66,988.09,24616.5,630.14,1132.09,9384.81,9078.2,39956.96,849.81,1431.07,6146.23,21869.01,1557.99,1303.7,684.71,801.97,42588.1,4995.01,568.49,10020.48,1624.98,1035.04,7267.95,2969.8,1012.13,4408.26,12268.71,1176.81
1544,11/09/2019,6638.0,3000.21,3677.36,992.96,24965.64,639.02,1152.66,9382.44,9059.5,40202.61,857.3,1423.6,6231.61,21891.57,1583.66,1327.72,685.76,815.01,42749.17,5005.8,573.17,10098.59,1637.62,1043.57,7338.03,2957.14,1019.22,4431.08,12359.07,1187.13
1545,12/09/2019,6654.9,3018.27,3697.66,996.14,25056.15,640.15,1149.22,9488.92,9082.3,40066.95,850.55,1425.0,6182.12,22083.17,1595.1,1327.2,690.11,811.71,42670.41,5016.81,574.79,10094.09,1651.45,1049.42,7344.67,2999.56,1024.47,4450.66,12410.25,1187.6
1546,13/09/2019,6669.2,3032.81,3730.24,998.54,25191.15,638.45,1147.91,9500.08,9137.9,40285.21,856.99,1422.4,6282.27,22181.41,1609.87,1350.34,691.57,816.63,42841.46,5048.89,576.83,10047.34,1665.35,1050.17,7367.46,,1030.72,4461.53,12468.53,1188.2
1547,16/09/2019,6673.5,3052.2,3700.19,1001.88,25479.55,648.22,1138.82,9509.87,9052.0,40819.56,867.94,1393.32,6206.99,21969.24,,1337.1,689.12,828.33,,5071.6,573.46,9969.19,1655.01,1060.83,7321.41,2982.45,1025.9,4421.72,12380.31,1185.66
1548,17/09/2019,6695.3,3045.47,3690.84,1006.85,25502.12,644.74,1144.42,9467.49,9004.2,40596.71,861.91,1401.7,6107.05,21801.93,1614.58,1318.81,690.54,819.51,43448.94,5056.37,574.93,10013.82,1649.33,1047.51,7320.4,2937.01,1014.47,4431.2,12372.61,1186.18
1549,18/09/2019,6681.6,3039.89,3680.09,1005.77,,644.77,1143.8,9415.41,9031.7,40930.24,872.58,1413.07,6071.87,21947.7,1606.62,1341.0,692.4,827.12,43070.34,4991.75,576.69,10018.84,1655.11,1050.02,7314.05,2954.36,1019.3,4434.36,12389.62,1187.11
1550,19/09/2019,6717.5,3069.0,3705.62,1009.36,,642.06,1146.5,9465.58,9136.0,40922.3,873.93,1413.68,6105.33,22128.24,1615.66,1340.0,692.46,826.62,43017.46,5039.92,579.08,10064.46,1664.64,1053.36,7356.42,2956.83,1003.39,4464.7,12457.7,1183.87
1551,20/09/2019,6730.8,3068.04,3738.72,1011.25,,636.76,1150.31,9483.74,9179.0,41116.92,876.17,1425.61,6120.74,22123.25,1616.23,1325.09,694.2,832.56,43559.45,5016.35,577.44,10056.83,1666.89,1060.32,7344.92,2963.43,1002.37,4485.48,12468.01,1178.93
1552,23/09/2019,6749.7,3034.71,3693.47,1008.12,25303.85,632.9,1148.82,9391.39,9093.6,40800.21,862.59,1424.25,6070.24,21899.88,,1299.61,690.47,826.86,43507.95,4973.43,574.67,9997.39,1637.66,1045.03,7326.08,2930.91,1000.21,4437.19,12342.33,1179.94
1553,24/09/2019,6748.9,3034.15,3678.16,1003.77,25180.37,630.47,1154.43,9353.06,9118.2,40848.04,868.01,1424.04,6113.38,21901.01,1622.94,1303.67,688.36,818.96,43099.33,4955.87,574.84,9991.31,1633.09,1047.57,7291.43,2940.08,1018.47,4436.46,12307.15,1171.06
1554,25/09/2019,6710.2,2998.02,3678.88,1003.58,25199.43,631.48,1142.98,9300.39,9085.3,40553.92,862.09,1407.35,6066.57,21788.22,1620.08,1317.36,687.53,809.09,43014.08,4875.44,573.42,9914.82,1620.67,1031.06,7289.99,2928.84,1026.18,4403.05,12234.18,1178.15
1555,26/09/2019,6677.6,2997.89,3697.73,1004.1,25287.35,631.73,1150.33,9327.43,9129.7,40534.28,866.18,1409.98,6101.84,21947.67,1623.27,1326.23,688.25,810.03,42984.75,4906.45,577.72,10010.71,1631.61,1037.1,7351.08,2927.88,1019.4,4431.12,12288.54,1173.79
1556,27/09/2019,6716.1,3021.23,3712.08,999.15,25637.41,617.48,1148.64,9426.68,9184.1,40890.74,870.35,1393.86,6177.0,22017.4,1604.25,1319.85,688.67,813.95,42857.58,4934.28,578.31,10037.81,1646.6,1038.45,7426.21,2929.47,1051.52,4448.21,12380.94,1170.96
1557,30/09/2019,6688.3,3010.61,3714.42,997.93,25455.44,611.26,1141.65,9483.66,9244.6,40601.18,868.42,1390.95,6244.37,22107.7,1587.8,1356.35,690.62,814.01,43011.27,4973.76,580.23,10078.32,1647.67,1041.75,7408.21,2897.7,1050.33,4474.16,12428.08,1176.92
1558,01/10/2019,6742.8,2992.87,3666.14,985.03,25383.85,611.4,1128.8,9371.28,9165.9,40112.38,861.5,1389.68,6227.94,21927.57,1603.0,1319.08,690.06,814.12,42937.16,4948.99,573.89,9952.5,1635.64,1031.25,7360.32,,1038.77,4414.36,12263.83,1161.04
1559,02/10/2019,6639.9,2924.44,3566.37,975.34,25300.78,606.83,1099.76,9177.06,8912.2,39416.77,835.55,1371.36,6111.16,21298.24,1596.29,1281.88,691.26,794.9,42222.9,4882.33,558.01,9757.28,1593.32,1010.03,7122.54,,1035.09,4279.82,11925.25,1139.98
1560,03/10/2019,6493.0,2905.75,3574.76,978.16,25220.26,619.87,1101.06,9083.35,8902.2,39547.59,822.8,1364.56,6110.84,21311.51,1568.87,1277.18,689.8,784.75,42443.31,4865.83,558.5,9760.44,1588.41,1005.48,7077.64,,1027.84,4290.33,11925.25,1146.05
1561,04/10/2019,6517.1,2923.29,3610.64,983.06,25400.26,628.88,1113.09,9140.28,8961.8,39826.51,824.29,1368.56,6142.05,21470.44,1572.9,1273.05,690.36,796.37,43416.9,4907.87,564.59,9827.72,1593.98,1004.56,7155.38,,1034.64,4329.45,12012.81,1162.83
1562,07/10/2019,6563.6,2936.19,3628.92,981.34,25454.45,628.13,1121.7,9225.38,9044.1,39803.96,829.52,1377.08,6198.74,21652.15,1572.75,1297.88,690.52,810.33,42952.29,4933.21,569.6,9914.06,1617.99,1000.53,7197.88,,1029.93,4354.42,12097.43,1157.84
1563,08/10/2019,6593.4,2921.91,3592.12,972.82,25411.94,623.02,1112.44,9170.18,8940.1,39491.52,824.06,1361.33,6114.62,21405.73,1586.5,1270.78,689.2,799.01,42535.14,4913.35,562.72,9800.24,1605.69,994.07,7143.15,2922.35,1018.59,4302.43,11970.2,1140.05
1564,09/10/2019,6546.7,2916.6,3607.55,979.34,25374.29,622.02,1114.01,9204.3,8991.9,39544.62,831.72,1364.89,6152.18,21533.64,1581.7,1274.23,691.6,797.57,42501.92,4921.06,565.75,9830.05,1620.0,996.62,7166.5,2922.98,996.49,4334.46,12094.26,1149.24
1565,10/10/2019,6547.1,2939.68,3657.77,982.49,25478.9,618.63,1106.02,9281.67,9104.4,39466.35,839.22,1360.38,6216.48,21756.39,1581.42,1285.65,693.79,805.78,42929.76,4944.46,568.37,9903.02,1630.03,997.28,7186.36,2940.8,987.8,4387.3,12164.2,1159.04
1566,11/10/2019,6606.8,3005.64,3727.92,982.65,25871.53,626.52,1117.37,9448.28,9273.8,40332.56,855.95,1368.64,6448.59,22165.34,1595.27,1326.45,695.05,812.78,43214.6,5003.97,577.42,10017.39,1653.28,1013.55,7247.08,2983.12,990.28,4464.13,12511.65,1174.16
1567,14/10/2019,6642.6,3002.23,3713.56,,25852.0,626.79,1128.04,9380.73,9246.5,40733.7,855.89,1360.53,6444.6,22097.94,,1320.63,695.34,800.99,43299.53,4975.17,575.21,9964.24,1652.58,1019.52,7213.45,3013.53,939.81,4448.99,12486.56,1172.36
1568,15/10/2019,6652.0,3032.59,3757.24,983.45,25970.69,618.31,1139.83,9455.4,9356.1,40578.18,858.16,1346.56,6613.95,22365.34,1620.2,1340.27,698.57,807.77,43244.63,4990.44,579.87,10048.75,1670.21,1020.39,7211.64,3015.42,952.58,4495.6,12629.79,1183.9
1569,16/10/2019,6736.5,3043.45,3761.02,983.98,25938.17,615.7,1131.31,9468.54,9386.7,40404.66,858.37,1345.73,6583.21,22428.09,1631.51,1328.5,697.34,815.28,43538.49,4999.71,576.86,10032.49,1677.19,1026.98,7167.95,3004.72,941.37,4489.32,12670.11,1181.62
1570,17/10/2019,6684.7,3040.19,3776.41,982.75,26043.2,615.16,1132.16,9509.27,9340.0,40717.17,859.32,1334.54,6527.12,22375.67,1624.16,1322.18,695.19,821.91,43479.98,5013.78,576.27,10008.94,1682.87,1034.3,7182.32,3011.75,948.96,4473.69,12654.95,1185.5
1571,18/10/2019,6649.7,3048.27,3757.78,980.04,26136.79,622.73,1121.24,9515.42,9329.8,40826.33,862.58,1348.08,6463.55,22321.77,1621.99,1335.59,697.27,821.35,43178.63,4977.16,572.72,9965.49,1697.91,1042.9,7150.57,2963.18,984.15,4447.36,12633.6,1185.48
1572,21/10/2019,6652.5,3084.48,3784.04,982.93,24985.61,628.49,1133.27,9584.1,9402.3,41234.58,867.16,1377.55,6572.51,22478.19,1628.6,1348.7,696.55,827.89,43405.43,5016.45,575.92,9991.42,1724.36,1053.25,7163.64,2968.91,973.24,4457.19,12747.96,1195.29
1573,22/10/2019,6672.2,3118.18,3768.48,981.11,25154.6,638.27,1141.27,9620.26,9380.2,41845.95,873.5,1397.55,6499.86,22487.08,,1342.59,698.45,827.92,43363.54,5016.18,576.41,10017.35,1728.22,1056.92,7212.49,2973.22,978.86,4462.99,12754.69,1198.16
1574,23/10/2019,6673.1,3145.7,3760.28,976.96,24760.1,641.45,1142.43,9673.1,9385.0,,873.13,1397.66,6522.2,22351.07,1638.14,1346.68,698.93,822.5,43546.48,5057.72,575.97,10023.52,1725.87,1059.29,7260.74,2954.31,997.85,4461.04,12798.19,1201.11
1575,24/10/2019,6693.6,3154.68,3791.66,979.32,25222.48,645.86,1144.58,9530.05,9391.8,42475.53,873.98,1381.89,6516.07,22527.42,1643.74,1347.4,700.14,835.7,43776.6,5082.04,582.37,10106.53,1736.98,1067.14,7328.25,2959.03,1003.46,4483.82,12872.1,1199.6
1576,25/10/2019,6739.2,3154.47,3752.35,981.54,24888.28,649.02,1148.93,9558.75,9430.2,42159.36,872.3,1367.57,6558.57,22608.99,1648.44,1377.12,702.47,831.3,43389.16,5090.25,583.81,10197.09,1747.3,1061.54,7324.47,2967.05,1002.16,4512.7,12894.51,1205.8
1577,28/10/2019,6740.7,3189.37,3770.84,981.39,24960.0,649.65,1159.09,9590.67,9433.0,41938.54,,1386.41,6565.44,22695.64,1648.43,1369.15,701.54,839.21,43765.49,5106.62,583.68,10231.8,1760.31,,7331.28,2981.36,998.38,4522.03,12941.71,1210.9
1578,29/10/2019,6745.4,3190.52,3763.93,983.07,24541.55,655.36,1146.8,9558.54,9400.1,42453.16,873.4,1395.9,6569.35,22680.74,1662.68,1376.92,701.36,835.11,43851.06,5084.66,581.82,10257.69,1742.32,1062.18,7306.26,2968.28,,4531.29,12939.62,1209.01
1579,30/10/2019,6689.5,3171.21,3767.32,989.12,23838.15,652.82,1155.81,9587.99,9284.5,42796.7,875.73,1394.51,6594.18,22646.08,1665.9,1363.05,702.32,832.96,43741.62,5111.04,581.61,10254.95,1746.81,1061.88,7330.78,2952.12,986.92,4545.63,12910.23,1209.84
1580,31/10/2019,6663.4,3139.59,3763.25,986.33,,655.3,1149.41,9514.52,9257.5,42159.58,882.57,1408.09,6540.3,22693.77,1667.01,1356.14,701.9,824.36,43337.28,5119.62,576.63,10219.82,1733.68,1050.87,7248.38,2954.73,984.69,4519.84,12866.79,1206.27
1581,01/11/2019,6669.1,3164.64,3794.8,992.95,,669.56,1172.97,9565.92,9328.0,,880.36,1425.56,6636.71,22934.32,1666.5,1381.78,,829.75,43814.55,5115.9,580.78,10252.24,1737.51,1061.83,7302.42,3002.65,984.63,4545.6,12961.05,1222.91
1582,04/11/2019,6686.9,3225.41,3829.2,997.56,24106.44,672.27,1180.6,9685.3,9416.4,42817.55,879.25,1453.21,6753.78,23311.43,,1384.3,703.54,834.02,43815.76,5203.39,585.55,10337.07,1771.03,1069.69,7369.69,3022.27,1000.88,4591.91,13136.28,1231.38
1583,05/11/2019,6697.1,3246.37,3851.87,998.31,23737.58,686.37,1168.93,9707.84,9407.9,43236.8,873.34,1458.69,6781.08,23364.82,1694.16,1414.25,703.5,835.12,43611.84,5234.42,590.65,10272.98,1769.53,1077.01,7388.08,3039.98,1005.25,4608.76,13148.5,1232.42
1584,06/11/2019,6660.2,3224.2,3859.71,1001.56,23082.76,678.09,1165.05,9681.45,9398.4,43291.61,859.81,1458.48,6775.47,23373.22,1694.45,1413.78,707.18,837.55,43818.51,5227.07,594.93,10318.1,1762.79,1073.78,7396.65,3032.79,1011.44,4621.2,13179.89,1233.32
1585,07/11/2019,6726.6,3250.61,3878.14,1005.61,23392.03,679.3,1183.81,9708.38,9447.3,43598.19,869.47,1454.55,6863.46,23503.03,1698.13,1442.48,709.62,845.13,44119.9,5296.56,597.11,10326.78,1763.81,1081.05,7406.41,3033.3,1035.44,4640.38,13289.46,1238.3
1586,08/11/2019,6724.1,3224.17,3876.94,1010.54,23470.37,668.33,1195.87,9691.88,9393.7,43441.42,864.69,1452.69,6812.5,23534.49,1702.77,1437.25,712.23,842.51,43702.23,5304.81,596.5,10309.23,1772.56,1078.27,7359.38,3012.46,1031.53,4638.01,13228.56,1241.17
1587,11/11/2019,6772.5,3227.77,3868.27,1011.04,23110.32,667.59,1195.4,9684.74,9388.5,43038.67,855.92,1461.04,6839.82,23489.93,1704.03,1431.37,715.11,843.12,43595.6,5294.47,596.39,10305.27,1763.5,1085.25,7328.54,2965.71,1031.18,4639.94,13198.37,1238.16
1588,12/11/2019,6753.0,3234.06,3898.48,1012.97,22709.5,657.61,1199.92,9717.62,9306.7,43492.33,866.48,1458.62,6863.2,23782.15,1709.67,1437.56,713.68,841.95,43100.77,5303.82,599.03,10314.16,1774.72,1084.11,7365.44,2971.36,1039.72,4658.29,13283.51,1238.44
1589,13/11/2019,6698.4,3221.7,3878.37,1016.03,22059.41,644.18,1205.14,9643.96,9194.5,43216.34,870.93,1439.22,6861.87,23578.43,1700.33,1372.79,712.15,835.23,43098.66,5293.74,597.56,10299.22,1766.6,1084.96,7351.21,2967.67,1048.28,4645.31,13230.07,1238.42
1590,14/11/2019,6735.1,3186.29,3870.27,1015.68,22434.13,638.47,1200.51,9565.82,9173.3,43218.28,889.84,1450.98,6835.89,23481.35,1684.4,1362.61,713.14,832.33,43188.69,5274.43,595.26,10233.23,1757.42,1079.39,7292.76,2968.57,1037.81,4640.38,13180.23,1238.44
1591,15/11/2019,6793.7,3189.25,3894.25,1019.86,24218.59,649.21,1209.14,9628.67,9261.4,43384.63,885.24,1456.7,6921.83,23588.59,1696.67,1372.04,712.58,826.73,43392.36,5267.66,598.96,10310.12,1756.86,1083.11,7302.94,2954.7,1053.8,4670.69,13241.75,1247.89
1592,18/11/2019,6766.8,3157.06,3905.52,1019.47,24022.5,640.42,1205.94,9592.81,9258.0,43867.73,888.29,1456.61,6888.4,23463.98,1700.72,1351.72,715.46,826.24,,5263.61,598.17,10347.18,1745.17,1078.18,7307.7,2980.95,1068.46,4664.62,13207.01,1249.07
1593,19/11/2019,6814.2,3153.18,3897.44,1019.05,23908.66,638.95,1205.55,9551.8,9259.2,43618.78,893.37,1457.84,6889.12,23329.21,1696.73,1322.49,715.83,826.58,43602.25,5260.09,596.67,10366.02,1743.25,1079.73,7323.8,3000.75,1075.29,4646.28,13221.12,1243.97
1594,20/11/2019,6722.4,3155.13,3896.19,1017.79,23870.91,634.91,1199.58,9533.25,9225.4,43938.9,890.37,1456.8,6805.6,23351.78,1691.11,1328.71,716.03,822.98,43604.7,5219.58,594.16,10385.74,1729.06,1078.34,7262.49,2968.12,1067.85,4636.38,13158.14,1238.7
1595,21/11/2019,6672.9,3148.49,3873.93,1017.57,23676.38,635.34,1187.37,9479.7,9214.0,43654.37,883.39,1458.99,6727.9,23279.78,1689.38,1345.46,711.17,822.61,43255.43,5172.77,589.85,10338.35,1720.11,1073.69,7238.55,2949.34,1068.05,4624.7,13137.7,1237.91
1596,22/11/2019,6709.8,3174.57,3878.93,1014.48,23605.28,648.57,1196.22,9497.25,9254.7,44053.95,891.3,1462.57,6824.67,23259.8,1691.34,1342.85,710.13,832.12,43521.86,5180.55,592.71,10369.44,1724.19,1081.9,7326.81,2922.27,1065.88,4634.78,13163.88,1241.69
1597,25/11/2019,6731.4,3183.11,3902.93,1019.3,23270.76,632.7,1212.67,9539.88,9319.9,44314.45,898.23,1460.65,6893.7,23467.25,1702.96,1334.71,706.68,836.93,43535.11,5181.71,596.66,10468.62,1742.04,1084.56,7396.29,2951.25,1053.82,4660.52,13246.45,1250.6
1598,26/11/2019,6787.5,3191.67,3904.31,1019.15,22845.21,624.9,1224.21,9544.7,9324.8,43781.96,891.86,1457.56,7013.74,23546.58,1705.71,1361.53,706.73,833.57,42852.36,5174.8,597.59,10506.93,1740.99,1079.01,7403.14,2946.57,1059.83,4668.35,13236.42,1249.66
1599,27/11/2019,6850.6,3183.49,3912.38,1022.95,22978.36,612.16,1225.41,9542.0,9362.7,43599.69,895.03,1482.72,7041.17,23485.03,1710.98,1390.06,707.51,834.74,43036.16,5188.9,598.37,10529.26,1737.8,1085.45,7429.78,2944.32,1058.44,4666.77,13287.07,1254.55
1600,28/11/2019,6864.0,3178.74,3914.86,1023.67,22609.03,618.61,1226.73,9526.13,9359.0,43799.85,899.75,1490.94,7026.38,23342.42,1708.06,1360.92,709.4,830.39,43100.12,5151.35,597.87,10529.14,1735.3,1083.82,7416.43,2930.48,1071.26,4654.76,13245.58,1254.55
1601,29/11/2019,6846.0,3139.82,3906.68,1018.62,22705.71,621.14,1218.78,9489.13,9352.0,43704.85,901.58,1499.17,6998.06,23259.33,1699.36,1364.14,709.59,823.58,42820.18,5127.43,597.29,10493.24,1730.25,1080.75,7346.53,2894.72,1069.04,4645.82,13236.38,1249.44
1602,02/12/2019,6862.3,3118.52,3864.11,1015.14,22523.2,616.82,1214.66,9383.62,9156.3,43370.3,892.97,1492.16,6964.75,22728.59,1714.49,1344.75,710.84,811.18,42544.14,5088.04,587.12,10348.44,1706.82,1081.69,7285.94,2899.44,1080.04,4558.95,12964.68,1240.5
1603,03/12/2019,6712.3,3092.65,3841.33,1008.96,22471.98,616.48,1215.22,9338.85,9135.7,43048.25,881.28,1477.93,6906.51,22736.52,1706.73,1306.38,709.57,805.62,42294.52,5037.61,582.93,10232.93,1697.68,1077.64,7158.76,2909.62,1067.9,4513.72,12989.29,1228.67
