,Date,S&P/ASX 200 ,Austrian Traded Index,BEL 20 Index,S&P/TSX 60 INDEX,S&P/CLX IGPA (CLP) Index,Colombia Price Index,OMXC 25 CAP Index,OMX Helsinki,IBEX 35 Index,Budapest SE Index,Athex,OMX Iceland,ISEQ,FTSE,TOPIX ,LuxX Index,OMX Vilnius,Oslo Stock Exchange Equity Index,S&P/Bmv Ipc, Lisbon PSI Index,Amsterdam,Swiss Market Index,OMX Stockholm,PX Prague,FTSE 100 Index,Shanghai SE 50,BIST 100 Index,SBF 120 - PRICE INDEX,DAX PERFORMANCE - PRICE INDEX,S&P 500 VALUE - PRICE INDEX
279,05/11/2014,5517.9,2196.09,3159.83,845.99,19087.37,998.12,,7638.73,10276.9,17272.27,957.7,902.02,4890.37,19427.85,1371.76,1488.73,449.4,533.72,45071.98,5150.7,410.66,8843.17,1414.09,963.1,6539.14,1637.63,789.56,3286.88,9315.48,910.44
280,06/11/2014,5506.1,2199.34,3163.89,846.42,18992.11,999.73,,7636.74,10261.8,17156.37,962.31,901.19,4899.74,19285.76,1356.35,1469.85,449.3,533.07,44849.86,5177.95,413.15,8863.88,1415.3,963.17,6551.15,1635.96,775.1,3302.23,9377.41,913.8
281,07/11/2014,5549.1,2196.69,3144.59,852.05,18986.4,991.29,,7542.65,10126.3,17123.76,910.5,903.45,4827.66,19095.32,1363.67,1494.88,450.25,536.0,44614.66,5142.25,411.43,8816.92,1410.88,969.3,6567.24,1640.32,779.58,3275.82,9291.83,915.12
282,10/11/2014,5524.0,2212.36,3166.13,855.11,18987.15,990.36,,7610.52,10273.0,17624.99,900.7,904.31,4831.38,19258.54,1360.11,1490.79,450.51,539.53,44523.0,5241.54,414.96,8867.53,1417.82,976.06,6611.25,1689.02,777.43,3299.66,9351.87,917.49
283,11/11/2014,5517.1,2217.15,3176.04,857.61,18990.89,981.91,,7648.74,10338.8,17384.04,892.84,906.22,4831.97,19255.47,1375.21,1500.43,450.16,541.5,44300.83,5238.65,415.18,8896.15,1424.93,974.58,6627.4,1710.88,784.03,3315.74,9369.03,917.44
284,12/11/2014,5463.1,2197.89,3139.64,863.67,19123.07,979.35,,7549.31,10157.3,17437.59,872.31,904.2,4785.76,18702.24,1377.05,1484.22,450.13,539.2,43744.57,5100.76,411.93,8867.78,1408.86,965.05,6611.04,1731.02,803.95,3268.95,9210.96,915.42
285,13/11/2014,5442.7,2188.65,3161.43,860.42,19154.99,962.27,,7620.12,10140.4,17456.56,883.54,907.56,4777.98,18782.55,1389.51,1494.91,449.67,535.81,43743.8,5155.29,411.41,8954.4,1422.76,958.86,6635.45,1726.34,808.76,3274.14,9248.51,915.41
286,14/11/2014,5454.3,2189.7,3162.45,863.07,19109.2,945.81,,7571.84,10148.0,17382.95,890.74,909.79,4744.78,18965.41,1400.41,1490.68,452.22,547.26,43372.01,5157.58,411.97,8915.31,1415.6,960.72,6654.37,1728.81,812.12,3287.11,9252.94,915.82
287,17/11/2014,5412.5,2197.29,3169.88,864.61,19122.0,942.98,,7566.24,10309.0,17310.39,881.76,917.2,4779.41,19216.74,1366.13,1494.88,450.95,547.36,,5178.74,414.07,8927.05,1419.92,,6671.97,1708.1,805.0,3303.09,9306.35,918.65
288,18/11/2014,5399.7,2228.52,3200.01,870.51,19166.89,938.72,,7649.63,10432.9,17449.5,916.19,923.77,4809.19,19352.95,1394.88,1519.36,452.28,549.89,43491.45,5227.17,417.16,8972.54,1432.38,973.24,6709.13,1679.42,813.3,3332.51,9456.53,922.05
289,19/11/2014,5368.8,2232.81,3211.01,872.26,19340.35,937.04,,7622.19,10376.8,17585.79,954.69,928.76,4862.79,19379.92,1396.54,1517.82,451.93,551.08,44118.13,5225.71,417.79,8983.52,1428.01,981.47,6696.6,1671.65,814.62,3335.23,9472.8,921.37
290,20/11/2014,5316.2,2214.51,3193.24,877.39,19351.96,939.58,,7634.67,10209.2,17504.38,959.85,925.6,4886.42,19209.22,1397.64,1524.84,452.61,549.53,44209.42,5194.38,416.81,8989.94,1423.71,971.24,6678.9,1676.6,825.12,3312.25,9483.97,923.24
291,21/11/2014,5304.3,2277.64,3235.23,878.69,19422.44,949.62,,7811.67,10520.8,17445.12,995.07,923.67,4970.47,19954.51,1400.18,1549.24,451.56,555.27,44633.28,5322.98,423.46,9080.55,1447.53,980.19,6750.76,1714.71,832.82,3393.95,9732.55,928.57
292,24/11/2014,5361.8,2290.53,3243.85,874.35,19368.24,936.08,,7908.37,10642.5,17362.67,990.11,918.8,5000.99,19925.82,,1550.43,451.05,555.69,44621.07,5333.7,422.91,9058.51,1456.59,981.31,6729.79,1758.1,832.52,3411.52,9785.54,929.3
293,25/11/2014,5334.8,2292.78,3263.98,877.45,19381.71,929.44,,7929.29,10699.6,17606.86,962.05,930.3,5036.81,20009.83,1409.15,1556.0,453.93,554.25,44441.02,5337.02,423.18,9042.74,1467.36,988.09,6731.14,1777.67,835.31,3423.31,9861.21,927.29
294,26/11/2014,5396.2,2296.46,3263.81,876.69,19326.62,911.43,,7945.6,10647.0,17552.46,976.65,936.32,5000.0,19938.42,1406.4,1562.03,461.91,545.41,44672.2,5291.66,423.97,9058.94,1457.81,995.41,6729.17,1820.49,842.43,3417.48,9915.56,929.37
295,27/11/2014,5400.9,2281.79,3284.27,872.89,19406.83,899.54,,7975.85,10727.6,17488.21,950.95,936.71,5078.36,20100.53,1391.9,1562.01,456.57,531.66,44689.21,5287.72,425.75,9129.15,1465.96,1002.2,6723.42,1853.0,846.89,3426.12,9974.87,929.37
296,28/11/2014,5313.0,2283.1,3287.91,863.04,19457.82,875.34,,7907.51,10770.7,17350.09,963.19,947.09,5071.58,20014.82,1410.34,1564.88,458.92,515.97,44190.47,5176.14,425.86,9150.46,1461.34,1007.17,6722.62,1914.44,861.69,3433.12,9980.85,924.77
297,01/12/2014,5207.7,2263.5,3277.21,857.42,19320.04,844.94,,7899.02,10672.8,17086.34,963.59,948.67,5066.41,19686.45,1421.65,1548.07,457.99,514.53,43392.07,5107.75,423.47,9146.18,1450.03,1007.24,6656.37,1920.38,861.47,3424.95,9963.51,921.35
298,02/12/2014,5281.3,2273.88,3283.92,856.87,19286.07,828.95,,7910.79,10749.2,17193.26,991.36,955.19,5099.64,19780.58,1427.85,1547.63,456.89,520.54,43008.07,5187.63,428.48,9138.56,1450.07,1007.83,6742.1,2021.54,849.15,3432.29,9934.08,928.25
299,03/12/2014,5321.8,2282.34,3296.68,863.87,19260.94,844.38,,7924.38,10875.9,17281.57,1008.03,950.37,5156.57,19978.32,1429.75,1564.25,454.37,525.23,43112.29,5207.67,428.61,9168.37,1464.84,1019.75,6716.63,2037.59,849.15,3437.17,9971.79,931.83
300,04/12/2014,5368.8,2263.94,3268.36,847.09,19238.75,831.26,,7890.85,10619.9,17399.47,991.87,962.02,5220.86,19424.38,1440.6,1555.84,458.36,519.54,42816.15,5165.07,423.68,9118.17,1447.82,1001.39,6679.37,2160.66,862.34,3393.17,9851.35,929.71
301,05/12/2014,5335.3,2286.3,3335.69,846.16,19357.98,828.83,,8003.64,10900.7,17751.87,1032.98,963.57,5325.15,20087.23,1445.67,1554.91,456.69,518.09,43230.34,5261.33,431.06,9212.85,1474.7,1006.25,6742.84,2200.25,852.4,3461.8,10087.12,931.83
302,08/12/2014,5372.7,,3324.67,828.11,,823.07,,7976.64,10805.2,17747.9,1035.08,970.12,5293.64,19951.15,1447.58,1554.5,456.4,512.35,42941.83,5202.46,427.27,9181.24,1467.88,1008.1,6672.15,2298.85,848.19,3430.83,10014.99,925.14
303,09/12/2014,5282.7,2240.62,3254.51,830.75,19136.71,806.11,,7827.73,10461.6,17605.28,902.84,975.67,5167.83,19390.0,1436.09,1523.88,455.09,504.13,42339.63,5074.97,418.43,9051.39,1452.24,992.21,6529.47,2182.69,835.27,3347.12,9793.71,923.72
304,10/12/2014,5259.0,2234.5,3254.78,810.67,18926.65,767.47,,7814.91,10396.9,17621.96,893.71,991.71,5147.95,19217.69,1406.83,1511.84,455.07,505.55,41372.66,4976.52,416.71,9020.83,1452.8,994.75,6500.04,2254.82,841.26,3321.87,9799.73,908.39
305,11/12/2014,5231.0,2208.31,3261.96,814.0,18786.95,734.73,,7801.12,10431.8,17463.68,827.98,978.71,5173.85,19201.07,1397.04,1509.23,457.89,504.02,41714.57,4920.6,416.77,9058.82,1454.45,983.91,6461.7,2193.54,847.18,3317.59,9862.53,912.56
306,12/12/2014,5219.6,2136.7,3177.22,802.96,18674.66,730.38,,7633.94,10145.0,17318.45,824.49,974.44,5074.31,18600.83,1399.65,1481.74,453.74,496.1,,4825.55,406.17,8895.35,1425.86,970.97,6300.63,2193.29,832.26,3231.7,9594.73,896.3
307,15/12/2014,5186.1,2066.73,3121.81,801.44,18463.32,704.37,,7464.86,9903.9,16984.23,836.41,973.36,4955.58,18078.97,1379.29,1453.54,458.34,492.95,40334.59,4691.33,396.09,8712.82,1408.75,961.38,6182.72,2201.54,828.04,3153.92,9334.01,890.67
308,16/12/2014,5152.3,2077.85,3178.31,810.99,18443.86,706.02,,7527.29,10081.9,16169.18,834.24,954.33,5001.44,18670.05,1353.37,1477.33,455.21,487.67,40225.08,4741.07,403.79,8795.13,1413.58,944.83,6331.83,2299.28,791.91,3218.24,9563.89,885.86
309,17/12/2014,5161.9,2080.4,3169.83,831.24,18542.98,743.94,,7542.3,10049.5,16253.84,862.06,946.23,5039.32,18569.03,1352.01,1475.5,452.0,503.27,41004.44,4736.6,403.46,8775.88,1405.35,940.62,6336.48,2383.95,808.21,3231.44,9544.43,904.17
310,18/12/2014,5210.8,2113.67,3248.62,838.04,18697.24,777.29,,7732.17,10391.3,16199.49,874.69,945.65,5157.75,19060.99,1376.32,1498.3,451.8,523.62,42475.67,4914.33,416.44,9013.11,1441.85,951.19,6466.0,2364.04,832.26,3334.14,9811.06,925.6
311,19/12/2014,5338.6,2122.03,3278.69,843.49,18692.54,801.83,,7721.92,10363.6,16382.7,862.4,953.61,5168.8,18983.83,1409.61,1510.31,453.06,527.04,42529.89,4880.18,418.37,8976.24,1452.36,944.56,6545.27,2390.28,835.74,3332.55,9786.96,930.72
312,22/12/2014,5442.0,2153.6,3283.48,844.46,18642.49,831.88,,7766.06,10371.0,16540.49,867.84,951.0,5177.69,19074.04,1413.05,1514.29,454.73,528.62,42873.01,4869.89,421.58,9033.45,1461.75,956.97,6576.74,2426.68,851.44,3344.37,9865.76,933.9
313,23/12/2014,5380.9,2172.19,3319.71,853.54,18733.64,828.98,,7850.93,10477.7,16519.04,853.2,952.4,5227.84,19352.13,,1541.98,453.65,530.77,43122.73,4958.98,426.77,9021.67,1470.49,951.59,6598.18,2374.95,844.88,3389.61,9922.11,939.01
314,24/12/2014,5394.5,,3306.81,853.71,18699.08,820.39,,,10481.8,,,,5200.13,,1426.02,1529.79,,,43002.87,4921.26,425.57,,,,6609.93,2270.88,848.22,3376.94,9922.11,938.13
315,25/12/2014,,,,,,820.39,,,,,,,,,1421.26,,,,,,,,,,,2359.66,848.25,3376.94,9922.11,938.13
316,26/12/2014,,,,,18727.92,810.94,,,,,,,,,1427.5,,,,43002.17,,,,,,,2464.82,849.47,3376.94,9922.11,939.88
317,29/12/2014,5473.8,2174.66,3315.13,857.68,18878.19,795.7,,7843.08,10394.2,16519.16,819.81,956.97,5232.49,19130.02,1424.67,1536.29,452.47,528.64,43187.64,4884.88,426.89,9034.55,1478.93,946.27,6633.51,2481.66,841.02,3390.95,9927.13,941.1
318,30/12/2014,5416.6,2160.08,3276.41,855.84,18870.4,802.34,,7758.51,10279.2,16634.0,816.15,956.44,5212.63,19011.96,1407.51,1525.3,452.42,523.68,43018.75,4802.67,421.59,8983.37,1464.55,946.71,6547.0,2523.63,845.37,3339.73,9805.55,937.78
319,31/12/2014,5411.0,,3285.26,854.85,,806.74,,,10279.5,,826.18,,5224.56,,,1520.37,,,43145.66,4798.99,424.47,,,,6566.09,2581.57,857.21,3360.38,9805.55,927.97
320,01/01/2015,,,,,,806.74,,,,,,,,,,,,,,,,,,,,,,3360.38,9805.55,927.97
321,02/01/2015,5435.9,2191.06,3281.61,861.23,18870.2,792.03,,7826.62,10350.8,,836.24,974.19,5228.69,19130.26,,1527.82,454.17,526.41,42115.47,4855.04,422.28,,1463.78,962.13,6547.8,,854.59,3349.45,9764.73,928.09
322,05/01/2015,5450.3,2128.68,3208.15,838.62,18655.48,741.08,,7684.4,9993.3,16414.8,789.2,999.42,5165.01,18188.44,1401.09,1483.3,455.69,512.92,41099.37,4702.88,410.94,8938.85,1454.81,942.6,6417.16,2649.64,864.63,3248.4,9473.16,908.45
323,06/01/2015,5364.8,,3190.24,831.13,18561.36,733.06,,,9871.1,16173.61,,996.27,5086.19,18143.26,1361.14,1492.28,456.67,517.27,41329.41,4640.26,408.43,8874.47,,939.83,6366.51,2629.4,869.1,3224.1,9469.66,900.2
324,07/01/2015,5353.6,2138.4,3193.83,833.2,18573.89,739.6,,7632.55,9891.4,16191.37,777.7,997.02,5080.11,18123.45,1359.8,1494.79,459.1,520.75,41813.93,4606.25,411.21,8900.83,1421.34,933.32,6419.83,2635.23,867.77,3244.94,9518.18,908.41
325,08/01/2015,5381.5,2169.92,3283.22,845.47,18618.85,754.61,,7768.06,10115.0,16441.68,761.66,1006.09,5138.72,18791.83,1377.67,1556.15,459.77,527.42,42402.31,4743.56,423.07,9139.69,1456.72,946.64,6569.96,2558.11,876.9,3353.74,9837.61,924.3
326,09/01/2015,5465.6,2147.92,3248.19,839.41,18608.54,745.42,,7725.02,9719.0,16222.75,779.56,1002.69,5125.39,18177.09,1380.58,1540.74,460.64,527.67,42382.41,4686.3,415.59,9105.7,1444.46,946.36,6501.14,2569.02,876.48,3299.77,9648.5,915.13
327,12/01/2015,5422.7,2145.45,3257.98,833.74,18589.94,746.33,,7737.9,9797.5,16158.77,809.01,1001.14,5118.18,18349.15,,1522.78,460.57,520.77,41780.78,4705.06,418.41,9152.97,1453.64,946.46,6501.42,2543.85,878.65,3337.29,9781.9,907.17
328,13/01/2015,5404.7,2156.42,3309.64,828.4,18609.56,733.25,,7805.11,9966.0,16140.26,835.4,1010.17,5232.01,18708.93,1374.69,1525.15,457.75,530.0,41478.26,4826.39,423.79,9285.63,1465.66,963.21,6542.2,2527.83,883.14,3385.16,9941.0,903.79
329,14/01/2015,5353.6,2122.08,3274.03,821.63,18459.09,721.51,,7708.22,9846.0,16066.13,819.55,1010.98,5180.6,18410.68,1357.98,1493.35,457.77,522.79,40984.22,4892.83,418.33,9198.2,1434.79,958.8,6388.46,2534.23,875.63,3336.65,9817.08,896.94
330,15/01/2015,5331.4,2141.0,3318.75,818.46,18378.19,723.68,,7786.76,9982.5,15686.69,805.0,1014.95,5259.38,18844.52,1376.6,1493.82,457.77,527.66,40998.77,4956.77,425.32,8400.61,1457.36,945.52,6498.78,2632.89,877.43,3409.96,10032.61,889.49
331,16/01/2015,5299.2,2143.36,3368.38,834.29,18378.88,733.89,,7910.27,10038.9,15755.9,790.59,1012.88,5284.1,19254.54,1363.73,1505.55,459.79,526.57,41402.01,5018.72,432.98,7899.59,1468.9,949.05,6550.27,2653.03,874.16,3448.06,10167.77,901.79
332,19/01/2015,5309.1,2148.14,3395.92,833.76,18393.84,736.25,,8052.9,10157.5,15802.54,811.78,1005.9,5330.82,19480.53,1372.41,1527.41,460.9,539.87,41285.58,5059.92,435.31,8152.78,1476.31,950.83,6585.53,2410.2,880.06,3461.66,10242.35,901.79
333,20/01/2015,5307.7,2170.24,3403.04,834.84,18451.62,733.45,,8072.79,10283.9,16265.01,802.12,1009.68,5332.06,19658.66,1397.63,1523.16,460.7,535.33,41752.67,5052.22,437.92,8178.9,1491.59,948.9,6620.1,2403.72,892.0,3496.49,10257.13,901.84
334,21/01/2015,5393.4,2191.92,3421.97,851.52,18683.24,744.73,,8160.27,10335.3,16392.43,782.88,1006.48,5390.08,19981.41,1390.61,1546.64,461.19,540.63,42488.73,5151.39,441.09,8008.55,1501.22,952.54,6728.04,2542.32,903.13,3524.05,10299.23,906.77
335,22/01/2015,5419.9,2230.09,3456.95,864.46,18918.99,757.43,,8322.55,10510.6,16776.87,791.8,1016.4,5461.97,20469.74,1389.43,1557.22,464.41,546.37,43121.28,5273.15,447.77,7999.48,1523.8,961.04,6796.63,2544.31,909.03,3577.36,10435.62,919.49
336,23/01/2015,5501.8,2227.65,3504.61,864.34,18893.45,758.85,,8512.62,10581.5,16759.1,840.44,1016.16,5577.82,20519.75,1403.22,1558.27,463.62,549.57,42649.72,5300.59,454.56,8161.16,1536.39,961.94,6832.83,2564.51,907.36,3644.93,10649.58,911.36
337,26/01/2015,,2252.14,3549.96,865.18,18792.91,762.45,,8609.73,10696.1,16890.95,813.55,1017.49,5591.52,20756.72,1402.08,1574.01,463.75,549.62,42737.85,5360.03,459.14,8296.45,1554.7,973.26,6852.4,2562.36,914.13,3677.73,10798.33,914.66
338,27/01/2015,5547.2,2223.73,3530.8,866.62,18848.11,763.38,,8468.29,10598.9,16952.24,783.53,1016.54,5541.61,20645.82,1426.38,1569.25,458.94,544.0,42627.82,5276.99,454.46,8402.82,1533.37,970.83,6811.61,2522.1,911.5,3637.78,10628.58,905.54
339,28/01/2015,5552.8,2194.14,3541.21,854.81,18813.73,758.94,,8569.67,10456.9,16918.99,711.13,1030.07,5508.09,20478.44,1429.92,1593.6,458.45,545.57,42158.07,5197.72,452.3,8311.55,1562.54,956.5,6825.94,2486.28,903.42,3631.16,10710.97,889.06
340,29/01/2015,5569.5,2187.13,3548.39,857.86,18773.42,747.85,,8433.69,10507.6,16667.99,733.61,1033.08,5498.23,20593.72,1413.58,1566.35,465.07,543.0,41862.33,5225.65,452.47,8435.34,1570.39,954.43,6810.6,2442.04,885.58,3646.31,10737.87,896.94
341,30/01/2015,5588.3,2191.11,3530.31,857.34,18761.3,731.41,,8452.2,10403.3,16530.93,721.93,1033.04,5471.52,20503.38,1415.07,1584.36,464.11,542.37,40950.58,5144.55,450.39,8385.13,1573.62,955.78,6749.4,2405.38,889.46,3626.4,10694.32,885.53
342,02/02/2015,5625.3,2217.81,3538.52,871.39,18855.57,750.56,,8382.44,10328.1,16719.07,755.42,1038.65,5522.54,20485.69,1408.75,1597.04,464.51,547.98,,5213.34,450.76,8429.2,1575.95,958.04,6782.55,2332.53,897.13,3639.42,10828.01,900.32
343,03/02/2015,5707.4,2263.07,3557.03,878.97,19073.79,781.42,,8493.9,10598.2,17258.06,840.57,1031.84,5570.51,21011.55,1392.39,1626.81,465.26,560.96,41572.24,5304.82,455.82,8452.13,1593.42,975.7,6871.8,2405.76,875.09,3681.56,10890.95,916.62
344,04/02/2015,5777.3,2252.72,3565.79,875.75,19084.36,768.77,,8496.69,10577.8,17350.83,848.04,1033.86,5602.88,20941.73,1417.0,1621.98,465.97,551.97,41710.82,5274.97,454.88,8608.24,1579.31,980.24,6860.02,2372.46,859.1,3696.09,10911.32,911.44
345,05/02/2015,5811.0,2253.37,3557.19,883.1,19139.39,771.45,,8644.76,10535.5,17211.61,819.5,1039.66,5597.78,20819.05,1410.11,1608.96,471.22,558.56,42453.64,5273.54,455.3,8544.32,1586.13,971.24,6865.93,2348.92,857.89,3706.83,10905.41,920.48
346,06/02/2015,5820.2,2274.82,3549.96,881.48,19216.59,771.84,,8642.91,10573.1,17339.13,803.36,1017.9,5613.38,20760.74,1417.19,1611.35,470.24,561.81,42715.43,5264.63,454.69,8587.99,1599.55,979.15,6853.44,2325.24,849.87,3697.92,10846.39,920.49
347,09/02/2015,5814.9,2287.74,3511.57,880.77,19103.93,769.66,,8522.61,10364.9,17665.69,765.22,1019.38,5581.83,20366.64,1424.92,1614.55,470.04,563.83,42810.29,5220.72,450.96,8632.14,1591.4,980.72,6837.15,2366.77,845.74,3664.04,10663.51,917.41
348,10/02/2015,5800.6,2327.22,3543.84,883.35,19032.84,753.38,,8577.8,10500.1,17942.13,826.31,1019.27,5639.69,20725.63,1427.72,1612.45,470.42,560.63,42635.19,5227.12,453.8,8620.42,1602.74,990.45,6829.12,2403.55,831.16,3701.09,10753.83,924.72
349,11/02/2015,5769.1,2321.24,3537.86,886.16,19092.15,728.81,,8570.31,10364.8,17744.91,793.09,1023.05,5687.31,20565.76,,1605.04,470.66,549.35,41933.26,5158.43,458.27,8577.76,1593.03,987.53,6818.17,2415.13,834.29,3688.64,10752.11,923.0
350,12/02/2015,5743.6,2375.85,3566.91,889.67,19273.8,734.09,,8647.99,10562.2,18113.16,846.48,1020.8,5721.43,21002.91,1449.39,1641.35,472.92,556.44,43045.51,5250.08,460.43,8611.03,1624.35,1010.21,6828.11,2416.45,860.83,3726.14,10919.65,931.11
351,13/02/2015,5877.5,2399.59,3575.54,890.22,19358.51,754.62,,8711.76,10739.5,18083.82,893.98,1022.78,5710.76,21204.07,1449.38,1672.22,473.49,561.28,43072.42,5334.81,464.9,8651.98,1642.04,1023.36,6873.52,2427.47,858.09,3748.9,10963.4,934.51
352,16/02/2015,5888.7,2401.95,3562.39,,19410.99,752.33,,8695.56,10689.5,17870.65,859.7,1021.59,5691.7,21165.84,1459.43,1696.81,,565.04,42959.56,5337.12,462.82,8712.69,1644.29,1018.0,6857.05,2431.21,860.41,3744.01,10923.23,934.51
353,17/02/2015,5858.2,2402.79,3573.59,891.3,19382.9,741.18,,8699.29,10698.0,17913.11,838.61,1023.83,5669.04,21266.25,1462.07,1678.49,473.3,560.67,43251.79,5415.95,463.42,8747.83,1630.99,1007.75,6898.13,2445.26,844.25,3744.21,10895.62,935.92
354,18/02/2015,5915.7,2427.76,3595.82,886.47,19412.39,739.9,,8757.97,10805.3,18082.27,847.53,1021.97,5768.2,21659.33,1482.67,1689.97,474.53,564.25,43053.65,5486.3,467.32,8800.71,1652.15,1006.88,6898.08,,854.42,3780.82,10961.0,933.56
355,19/02/2015,5904.2,2426.05,3624.97,884.95,19442.79,728.54,,8758.28,10910.4,18080.36,856.5,1034.99,5798.04,21789.98,1494.93,1693.44,474.45,558.31,43231.42,5454.82,469.79,8900.18,1662.24,1007.19,6888.9,,864.14,3806.35,11001.94,930.63
356,20/02/2015,5881.5,2450.94,3624.7,885.06,19430.81,717.43,,8773.72,10879.3,18011.54,854.15,1031.0,5768.4,21842.57,1500.33,1680.77,477.42,557.24,43551.26,5469.88,469.85,8892.17,1664.33,1015.65,6915.2,,854.89,3802.86,11050.64,935.14
357,23/02/2015,5908.0,2457.32,3658.12,888.35,19558.67,712.85,,8825.34,10990.1,18205.38,,1035.83,5872.35,21964.29,1502.83,1671.74,480.02,556.86,43675.87,5494.44,475.22,8977.69,1679.48,1019.52,6912.16,,862.88,3828.58,11130.92,933.09
358,24/02/2015,5927.0,2472.07,3666.8,886.38,19400.97,705.87,,8888.04,11064.5,18507.84,937.96,1034.02,5868.92,22149.75,1508.28,1670.56,481.67,557.44,43921.55,5588.87,479.94,8984.61,1683.92,1025.65,6949.63,,866.91,3845.87,11205.74,937.94
359,25/02/2015,5944.9,2485.31,3672.08,889.54,19388.02,705.55,,8889.21,11049.5,18567.3,923.03,1021.44,5879.08,21937.24,1507.62,1702.87,480.39,560.8,43802.07,5587.04,478.53,8977.62,1678.73,1028.57,6935.38,2407.46,867.33,3839.2,11210.27,937.07
360,26/02/2015,5908.5,2477.58,3713.84,891.41,19384.25,706.53,,8916.23,11139.5,18490.94,904.59,1031.42,5898.06,22165.13,1521.68,1698.48,480.25,561.61,44416.49,5654.89,482.47,9049.49,1684.83,1028.29,6949.73,2478.06,859.15,3862.72,11327.19,933.21
361,27/02/2015,5928.8,2495.21,3714.44,890.4,19357.66,706.58,,8917.29,11178.3,18210.19,880.48,1035.46,5977.03,22337.79,1523.85,1698.94,481.52,557.66,44190.17,5689.7,483.93,9014.53,1691.03,1022.75,6946.66,2474.59,841.48,3891.19,11401.66,931.28
362,02/03/2015,5958.9,2480.6,3713.39,892.57,19188.3,683.61,,8936.45,11178.5,18009.66,858.95,1040.77,5957.62,22297.6,1524.97,1691.55,484.52,556.13,43882.71,5647.07,485.84,9055.69,1686.64,1024.86,6940.64,2479.24,839.47,3870.97,11410.36,934.52
363,03/03/2015,5933.9,2476.32,3667.25,883.53,19297.1,659.5,,8872.22,11014.7,17808.58,861.24,1041.32,5893.17,21987.18,1526.83,1693.72,482.35,560.11,43600.37,5627.59,480.06,8954.68,1661.87,1017.32,6889.13,2396.8,843.04,3834.28,11280.36,931.42
364,04/03/2015,5901.6,2465.53,3702.16,880.39,19284.26,661.46,,8858.29,11051.3,17824.28,849.16,1053.62,5954.25,22131.08,1517.01,1678.15,482.95,552.45,43296.55,5541.1,483.57,8992.5,1664.5,1014.24,6919.24,2397.99,820.67,3868.43,11390.38,926.35
365,05/03/2015,5904.2,2506.82,3731.38,882.78,19246.72,661.56,,8948.93,11124.4,17897.11,857.54,1052.03,6017.76,22400.08,1523.72,1698.06,483.22,559.39,43517.79,5636.67,488.96,9034.6,1669.56,1029.39,6961.14,2366.9,807.8,3908.6,11504.01,927.72
366,06/03/2015,5898.9,2548.3,3732.58,874.51,19163.92,641.5,,8988.39,11091.9,18283.4,850.27,1055.82,6021.17,22436.13,1540.84,1740.97,484.04,561.02,43280.81,5686.16,489.84,9080.03,1662.55,1037.35,6911.8,2371.62,803.1,3911.69,11550.97,914.92
367,09/03/2015,5821.4,2537.52,3713.65,869.01,18984.54,624.46,,8993.53,11054.2,18370.17,814.7,1061.32,5975.1,22564.35,1531.76,1747.45,481.62,556.96,43251.4,5686.56,488.21,9046.88,1660.36,1024.21,6876.47,2429.87,806.45,3889.18,11582.11,917.97
368,10/03/2015,5824.2,2480.54,3669.46,856.39,18903.91,612.35,,8949.99,10902.2,18380.68,817.39,1061.37,5935.15,22345.77,1524.75,1736.43,484.94,546.93,42972.15,5552.82,483.1,9023.71,1641.71,1011.7,6702.84,2395.43,779.77,3848.99,11500.38,902.25
369,11/03/2015,5793.2,2505.96,3719.78,861.62,18882.54,608.02,,9076.06,11021.8,18684.5,797.3,1060.81,6018.45,22833.04,1525.67,1747.2,,551.5,43227.2,5672.93,491.93,9106.23,1663.31,1016.14,6721.51,2408.5,782.77,3935.29,11805.99,902.15
370,12/03/2015,5850.2,2506.75,3716.18,863.86,18905.64,623.59,,9073.65,11011.8,18785.4,794.07,1066.88,6172.78,22809.01,1546.63,1743.86,484.36,555.47,44055.89,5719.85,491.64,9119.81,1661.69,1023.49,6761.07,2485.11,782.93,3928.97,11799.39,914.38
371,13/03/2015,5814.5,2517.16,3728.33,862.71,18707.67,614.47,,9069.4,11033.8,18666.39,770.14,1056.57,6212.11,22713.59,1560.33,1745.86,485.76,554.18,44002.29,5741.51,492.48,9156.02,1665.13,1036.15,6740.58,2495.28,766.42,3948.08,11901.61,908.09
372,16/03/2015,5797.7,2523.53,3770.48,871.7,18721.12,611.05,,9120.69,11114.7,18674.97,763.09,1046.04,6114.42,22930.92,1558.21,1752.96,486.95,553.48,,5789.53,498.03,9237.08,1689.67,1036.22,6804.08,2550.86,781.96,3986.78,12167.72,919.88
373,17/03/2015,5842.1,2500.51,3735.88,872.54,18794.31,615.3,,9097.68,11028.1,18630.84,769.77,1040.85,5995.79,22723.06,1570.5,1739.59,489.61,554.68,43761.36,5769.67,494.4,9198.51,1675.88,1032.4,6837.61,2583.2,800.31,3956.6,11980.85,915.53
374,18/03/2015,5842.3,2481.81,3727.92,874.74,18862.46,628.48,,9135.04,11050.0,18522.42,737.96,1039.36,6075.4,22565.19,1582.46,1741.45,490.65,560.22,44360.87,5822.42,496.63,9256.24,1703.96,1030.86,6945.2,2649.64,799.42,3960.24,11922.77,927.57
